,family.hmm,hmm.length,query.id,query.length,e.val,hmm.start,hmm.end,query.start,query.end,coverage,Species,Group,NewSeqName,Class
8435,GT4,160,Phyra94933,1203,9.2e-07,20,124,1010,1130,0.65,Phytophthora_ramorum,Phytophthora,GT4_Phyra94933,Oomycete
8436,GT40,211,Phyra77270,200,0.00058,111,175,30,95,0.303317535545024,Phytophthora_ramorum,Phytophthora,GT40_Phyra77270,Oomycete
8437,GT41,705,Phyra74404,773,2.2e-56,138,513,317,720,0.531914893617021,Phytophthora_ramorum,Phytophthora,GT41_Phyra74404,Oomycete
8438,GT41,705,Phyra75562,1012,7.6e-89,464,703,472,719,0.339007092198582,Phytophthora_ramorum,Phytophthora,GT41_Phyra75562,Oomycete
8439,GT41,705,Phyra75562,1012,1.3e-68,325,543,731,952,0.309219858156028,Phytophthora_ramorum,Phytophthora,GT41_Phyra75562,Oomycete
8440,GT41,705,Phyra94933,1203,4.6e-65,50,485,41,588,0.617021276595745,Phytophthora_ramorum,Phytophthora,GT41_Phyra94933,Oomycete
8441,GT41,705,Phyra96233,1993,1.8e-66,78,529,27,468,0.639716312056738,Phytophthora_ramorum,Phytophthora,GT41_Phyra96233,Oomycete
8442,GT45,115,Phyra75245,541,0.00039,30,98,198,268,0.591304347826087,Phytophthora_ramorum,Phytophthora,GT45_Phyra75245,Oomycete
8443,GT48,739,Phyra76056,2059,6.6e-279,3,711,1147,1873,0.958051420838972,Phytophthora_ramorum,Phytophthora,GT48_Phyra76056,Oomycete
8444,GT48,739,Phyra76057,2041,5.3e-281,3,707,1129,1851,0.952638700947226,Phytophthora_ramorum,Phytophthora,GT48_Phyra76057,Oomycete
8445,GT48,739,Phyra76180,2640,6.1e-261,3,699,1660,2322,0.941813261163735,Phytophthora_ramorum,Phytophthora,GT48_Phyra76180,Oomycete
8446,GT48,739,Phyra77350,2282,2.9e-259,2,659,856,1546,0.889039242219215,Phytophthora_ramorum,Phytophthora,GT48_Phyra77350,Oomycete
8447,GT48,739,Phyra77994,2223,7.8e-272,2,715,845,1591,0.964817320703654,Phytophthora_ramorum,Phytophthora,GT48_Phyra77994,Oomycete
8448,GT48,739,Phyra80843,2400,8.9e-249,2,663,860,1559,0.894451962110961,Phytophthora_ramorum,Phytophthora,GT48_Phyra80843,Oomycete
8449,GT48,739,Phyra82372,2247,2.7e-275,2,723,854,1603,0.975642760487145,Phytophthora_ramorum,Phytophthora,GT48_Phyra82372,Oomycete
8450,GT50,262,Phyra74092,448,6.5e-07,11,227,170,390,0.824427480916031,Phytophthora_ramorum,Phytophthora,GT50_Phyra74092,Oomycete
8451,GT57,481,Phyra43914,193,2e-77,2,181,2,193,0.372141372141372,Phytophthora_ramorum,Phytophthora,GT57_Phyra43914,Oomycete
8452,GT57,481,Phyra87257,273,2.2e-62,233,478,1,250,0.509355509355509,Phytophthora_ramorum,Phytophthora,GT57_Phyra87257,Oomycete
8453,GT58,364,Phyra45645,372,1.1e-136,2,364,3,356,0.994505494505495,Phytophthora_ramorum,Phytophthora,GT58_Phyra45645,Oomycete
8454,GT59,404,Phyra77928,387,5.9e-81,2,303,39,337,0.745049504950495,Phytophthora_ramorum,Phytophthora,GT59_Phyra77928,Oomycete
8455,GT60,330,Phyra81398,463,5.5e-46,3,329,118,435,0.987878787878788,Phytophthora_ramorum,Phytophthora,GT60_Phyra81398,Oomycete
8456,GT60,330,Phyra84015,722,1.8e-72,4,329,96,398,0.984848484848485,Phytophthora_ramorum,Phytophthora,GT60_Phyra84015,Oomycete
8457,GT60,330,Phyra85170,485,7.1e-61,2,330,63,377,0.993939393939394,Phytophthora_ramorum,Phytophthora,GT60_Phyra85170,Oomycete
8458,GT60,330,Phyra85174,528,7.8e-55,4,329,68,377,0.984848484848485,Phytophthora_ramorum,Phytophthora,GT60_Phyra85174,Oomycete
8459,GT60,330,Phyra85176,1110,5.8e-56,2,330,70,383,0.993939393939394,Phytophthora_ramorum,Phytophthora,GT60_Phyra85176,Oomycete
8460,GT60,330,Phyra85176,1110,3.4e-54,4,329,650,959,0.984848484848485,Phytophthora_ramorum,Phytophthora,GT60_Phyra85176,Oomycete
8461,GT60,330,Phyra85295,555,1.1e-58,1,330,68,381,0.996969696969697,Phytophthora_ramorum,Phytophthora,GT60_Phyra85295,Oomycete
8462,GT60,330,Phyra86423,1349,4.5e-27,130,329,1,196,0.603030303030303,Phytophthora_ramorum,Phytophthora,GT60_Phyra86423,Oomycete
8463,GT60,330,Phyra86503,197,9.2e-26,4,145,68,197,0.427272727272727,Phytophthora_ramorum,Phytophthora,GT60_Phyra86503,Oomycete
8464,GT62,268,Phyra74802,1277,4.1e-26,41,249,3,188,0.776119402985075,Phytophthora_ramorum,Phytophthora,GT62_Phyra74802,Oomycete
8465,GT62,268,Phyra83780,387,4.1e-39,20,266,115,344,0.917910447761194,Phytophthora_ramorum,Phytophthora,GT62_Phyra83780,Oomycete
8466,GT62,268,Phyra93922,397,7.7e-39,19,266,123,354,0.921641791044776,Phytophthora_ramorum,Phytophthora,GT62_Phyra93922,Oomycete
8467,GT66,693,Phyra38947,717,4.9e-150,10,600,3,666,0.851370851370851,Phytophthora_ramorum,Phytophthora,GT66_Phyra38947,Oomycete
8468,GT66,693,Phyra72878,884,5.1e-171,11,606,63,696,0.858585858585859,Phytophthora_ramorum,Phytophthora,GT66_Phyra72878,Oomycete
8469,GT71,264,Phyra73611,881,1.8e-55,1,264,510,745,0.996212121212121,Phytophthora_ramorum,Phytophthora,GT71_Phyra73611,Oomycete
8470,GT71,264,Phyra73613,663,2.3e-48,2,264,267,501,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73613,Oomycete
8471,GT71,264,Phyra73614,652,2.8e-47,2,264,256,490,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73614,Oomycete
8472,GT71,264,Phyra73615,746,1.8e-51,2,264,351,585,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73615,Oomycete
8473,GT71,264,Phyra73616,1707,5.6e-49,2,264,1311,1544,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73616,Oomycete
8474,GT71,264,Phyra73619,1769,5.6e-49,2,264,1417,1649,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73619,Oomycete
8475,GT71,264,Phyra73619,1769,1.3e-47,2,264,194,428,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73619,Oomycete
8476,GT71,264,Phyra73619,1769,1.3e-47,2,264,800,1034,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73619,Oomycete
8477,GT71,264,Phyra73621,336,1.3e-51,2,264,57,291,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73621,Oomycete
8478,GT71,264,Phyra73622,493,1.4e-42,2,257,111,375,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra73622,Oomycete
8479,GT71,264,Phyra73623,487,1.7e-43,2,257,96,360,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra73623,Oomycete
8480,GT71,264,Phyra73624,188,4.1e-39,73,249,31,183,0.666666666666667,Phytophthora_ramorum,Phytophthora,GT71_Phyra73624,Oomycete
8481,GT71,264,Phyra73625,533,1e-49,2,264,188,421,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73625,Oomycete
8482,GT71,264,Phyra73626,553,2.1e-44,2,264,205,437,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73626,Oomycete
8483,GT71,264,Phyra73627,611,1.1e-50,2,264,212,445,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73627,Oomycete
8484,GT71,264,Phyra73628,414,7.6e-51,2,264,55,289,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73628,Oomycete
8485,GT71,264,Phyra73629,581,6.1e-44,2,264,237,469,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73629,Oomycete
8486,GT71,264,Phyra73630,611,2.7e-52,2,264,218,452,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra73630,Oomycete
8487,GT71,264,Phyra74794,774,2.3e-41,2,247,91,341,0.928030303030303,Phytophthora_ramorum,Phytophthora,GT71_Phyra74794,Oomycete
8488,GT71,264,Phyra74803,499,4.7e-45,2,257,110,375,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra74803,Oomycete
8489,GT71,264,Phyra74804,377,7.3e-45,2,257,40,303,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra74804,Oomycete
8490,GT71,264,Phyra75792,496,1e-45,2,257,112,377,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra75792,Oomycete
8491,GT71,264,Phyra76613,474,4.9e-43,2,264,129,360,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra76613,Oomycete
8492,GT71,264,Phyra76676,502,2.6e-43,2,249,113,396,0.935606060606061,Phytophthora_ramorum,Phytophthora,GT71_Phyra76676,Oomycete
8493,GT71,264,Phyra76677,1962,3.6e-41,2,257,1579,1876,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra76677,Oomycete
8494,GT71,264,Phyra76677,1962,1.1e-40,2,250,158,440,0.939393939393939,Phytophthora_ramorum,Phytophthora,GT71_Phyra76677,Oomycete
8495,GT71,264,Phyra76677,1962,3.2e-40,2,262,643,948,0.984848484848485,Phytophthora_ramorum,Phytophthora,GT71_Phyra76677,Oomycete
8496,GT71,264,Phyra76677,1962,1e-39,2,247,1119,1399,0.928030303030303,Phytophthora_ramorum,Phytophthora,GT71_Phyra76677,Oomycete
8497,GT71,264,Phyra77038,500,4.9e-40,2,259,75,369,0.973484848484849,Phytophthora_ramorum,Phytophthora,GT71_Phyra77038,Oomycete
8498,GT71,264,Phyra78112,597,2.8e-53,2,264,249,477,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra78112,Oomycete
8499,GT71,264,Phyra78113,623,2.1e-50,2,264,278,507,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra78113,Oomycete
8500,GT71,264,Phyra80481,1018,7e-51,2,264,194,424,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra80481,Oomycete
8501,GT71,264,Phyra81914,556,1.3e-50,2,264,196,432,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra81914,Oomycete
8502,GT71,264,Phyra82055,542,9.8e-48,2,264,157,424,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra82055,Oomycete
8503,GT71,264,Phyra83495,480,1.3e-45,2,257,99,362,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra83495,Oomycete
8504,GT71,264,Phyra83496,462,1.1e-40,4,257,83,345,0.958333333333333,Phytophthora_ramorum,Phytophthora,GT71_Phyra83496,Oomycete
8505,GT71,264,Phyra85315,497,1.5e-46,2,257,113,376,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra85315,Oomycete
8506,GT71,264,Phyra85316,1027,2.3e-42,6,257,131,392,0.950757575757576,Phytophthora_ramorum,Phytophthora,GT71_Phyra85316,Oomycete
8507,GT71,264,Phyra85316,1027,8.8e-39,11,257,649,905,0.931818181818182,Phytophthora_ramorum,Phytophthora,GT71_Phyra85316,Oomycete
8508,GT71,264,Phyra85317,485,1.6e-41,2,257,105,370,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra85317,Oomycete
8509,GT71,264,Phyra86685,339,6.1e-34,63,257,21,219,0.734848484848485,Phytophthora_ramorum,Phytophthora,GT71_Phyra86685,Oomycete
8510,GT71,264,Phyra87151,584,1.1e-41,1,261,8,280,0.984848484848485,Phytophthora_ramorum,Phytophthora,GT71_Phyra87151,Oomycete
8511,GT71,264,Phyra87344,621,2.6e-46,2,257,254,517,0.965909090909091,Phytophthora_ramorum,Phytophthora,GT71_Phyra87344,Oomycete
8512,GT71,264,Phyra93659,587,7.6e-50,3,264,188,421,0.988636363636364,Phytophthora_ramorum,Phytophthora,GT71_Phyra93659,Oomycete
8513,GT71,264,Phyra95021,535,2.5e-47,2,264,176,405,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra95021,Oomycete
8514,GT71,264,Phyra95737,598,3.4e-49,2,264,169,399,0.992424242424242,Phytophthora_ramorum,Phytophthora,GT71_Phyra95737,Oomycete
8515,GT76,407,Phyra94555,314,9.9e-68,1,305,5,277,0.746928746928747,Phytophthora_ramorum,Phytophthora,GT76_Phyra94555,Oomycete
8516,GT8,257,Phyra74432,520,8.3e-28,37,246,51,268,0.813229571984436,Phytophthora_ramorum,Phytophthora,GT8_Phyra74432,Oomycete
8517,GT8,257,Phyra77648,557,3.3e-14,39,205,54,205,0.64591439688716,Phytophthora_ramorum,Phytophthora,GT8_Phyra77648,Oomycete
8518,GT90,250,Phyra84788,726,8.5e-30,3,240,253,597,0.948,Phytophthora_ramorum,Phytophthora,GT90_Phyra84788,Oomycete
8519,GT95,294,Phyra83010,958,5.9e-08,131,223,722,810,0.312925170068027,Phytophthora_ramorum,Phytophthora,GT95_Phyra83010,Oomycete
8520,GT96,307,Phyra80369,507,8.8e-17,2,219,119,362,0.706840390879479,Phytophthora_ramorum,Phytophthora,GT96_Phyra80369,Oomycete
8521,GT96,307,Phyra83010,958,6.5e-20,2,112,522,651,0.358306188925081,Phytophthora_ramorum,Phytophthora,GT96_Phyra83010,Oomycete
8522,PL1,202,Phyra39775,344,1.1e-35,20,201,114,311,0.896039603960396,Phytophthora_ramorum,Phytophthora,PL1_Phyra39775,Oomycete
8523,PL1,202,Phyra45942,343,2.9e-42,15,201,109,311,0.920792079207921,Phytophthora_ramorum,Phytophthora,PL1_Phyra45942,Oomycete
8524,PL1,202,Phyra46219,353,3e-35,19,201,117,315,0.900990099009901,Phytophthora_ramorum,Phytophthora,PL1_Phyra46219,Oomycete
8525,PL1,202,Phyra75225,453,1.6e-38,21,201,122,317,0.891089108910891,Phytophthora_ramorum,Phytophthora,PL1_Phyra75225,Oomycete
8526,PL1,202,Phyra75226,450,1e-38,20,201,121,317,0.896039603960396,Phytophthora_ramorum,Phytophthora,PL1_Phyra75226,Oomycete
8527,PL1,202,Phyra75227,440,9.5e-38,21,201,122,318,0.891089108910891,Phytophthora_ramorum,Phytophthora,PL1_Phyra75227,Oomycete
8528,PL1,202,Phyra75231,400,1.4e-34,19,201,120,318,0.900990099009901,Phytophthora_ramorum,Phytophthora,PL1_Phyra75231,Oomycete
8529,PL1,202,Phyra77010,873,3.4e-47,20,200,125,314,0.891089108910891,Phytophthora_ramorum,Phytophthora,PL1_Phyra77010,Oomycete
8530,PL1,202,Phyra77010,873,2.7e-44,17,201,591,789,0.910891089108911,Phytophthora_ramorum,Phytophthora,PL1_Phyra77010,Oomycete
8531,PL1,202,Phyra77715,443,6.9e-40,16,201,122,323,0.915841584158416,Phytophthora_ramorum,Phytophthora,PL1_Phyra77715,Oomycete
8532,PL1,202,Phyra85622,419,2.5e-42,21,200,124,317,0.886138613861386,Phytophthora_ramorum,Phytophthora,PL1_Phyra85622,Oomycete
8533,PL1,202,Phyra85623,938,4.2e-42,20,200,619,813,0.891089108910891,Phytophthora_ramorum,Phytophthora,PL1_Phyra85623,Oomycete
8534,PL1,202,Phyra85623,938,5.5e-42,20,200,124,318,0.891089108910891,Phytophthora_ramorum,Phytophthora,PL1_Phyra85623,Oomycete
8535,PL1,202,Phyra85625,687,5.8e-26,18,126,428,536,0.534653465346535,Phytophthora_ramorum,Phytophthora,PL1_Phyra85625,Oomycete
8536,PL1,202,Phyra85625,687,9.4e-26,92,200,38,158,0.534653465346535,Phytophthora_ramorum,Phytophthora,PL1_Phyra85625,Oomycete
8537,PL1,202,Phyra85626,379,3.2e-25,22,159,123,272,0.678217821782178,Phytophthora_ramorum,Phytophthora,PL1_Phyra85626,Oomycete
8538,PL1,202,Phyra86921,512,6.5e-46,18,200,160,355,0.900990099009901,Phytophthora_ramorum,Phytophthora,PL1_Phyra86921,Oomycete
8539,PL1,202,Phyra87344,621,8.5e-26,16,129,117,235,0.559405940594059,Phytophthora_ramorum,Phytophthora,PL1_Phyra87344,Oomycete
8540,PL3,197,Phyra39059,164,1.1e-61,15,177,1,164,0.822335025380711,Phytophthora_ramorum,Phytophthora,PL3_Phyra39059,Oomycete
8541,PL3,197,Phyra39825,253,3.4e-70,2,196,30,225,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra39825,Oomycete
8542,PL3,197,Phyra42333,168,1.4e-62,14,180,1,168,0.842639593908629,Phytophthora_ramorum,Phytophthora,PL3_Phyra42333,Oomycete
8543,PL3,197,Phyra42787,164,1.1e-61,15,177,1,164,0.822335025380711,Phytophthora_ramorum,Phytophthora,PL3_Phyra42787,Oomycete
8544,PL3,197,Phyra43398,218,4.7e-69,2,196,4,202,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra43398,Oomycete
8545,PL3,197,Phyra44445,226,2.2e-69,2,195,4,200,0.979695431472081,Phytophthora_ramorum,Phytophthora,PL3_Phyra44445,Oomycete
8546,PL3,197,Phyra44446,181,7e-66,2,180,2,181,0.903553299492386,Phytophthora_ramorum,Phytophthora,PL3_Phyra44446,Oomycete
8547,PL3,197,Phyra44483,226,1.4e-67,2,196,4,201,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra44483,Oomycete
8548,PL3,197,Phyra44485,180,1.7e-66,2,180,2,180,0.903553299492386,Phytophthora_ramorum,Phytophthora,PL3_Phyra44485,Oomycete
8549,PL3,197,Phyra44487,219,9.4e-68,2,196,4,201,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra44487,Oomycete
8550,PL3,197,Phyra44512,223,7.3e-68,2,196,4,202,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra44512,Oomycete
8551,PL3,197,Phyra46251,226,6.7e-71,2,195,4,200,0.979695431472081,Phytophthora_ramorum,Phytophthora,PL3_Phyra46251,Oomycete
8552,PL3,197,Phyra71773,231,1.9e-72,2,196,8,203,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra71773,Oomycete
8553,PL3,197,Phyra74820,252,2.5e-65,2,186,25,211,0.934010152284264,Phytophthora_ramorum,Phytophthora,PL3_Phyra74820,Oomycete
8554,PL3,197,Phyra74998,262,3.8e-70,2,196,38,233,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra74998,Oomycete
8555,PL3,197,Phyra77022,678,9.5e-68,2,196,453,651,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra77022,Oomycete
8556,PL3,197,Phyra77022,678,5.1e-66,2,196,31,228,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra77022,Oomycete
8557,PL3,197,Phyra77024,652,3.5e-67,2,196,426,624,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra77024,Oomycete
8558,PL3,197,Phyra77024,652,5.1e-67,2,196,31,228,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra77024,Oomycete
8559,PL3,197,Phyra77029,242,1e-67,2,196,16,214,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra77029,Oomycete
8560,PL3,197,Phyra80133,261,2.8e-72,2,196,38,233,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra80133,Oomycete
8561,PL3,197,Phyra82586,281,1.4e-62,2,191,30,234,0.959390862944162,Phytophthora_ramorum,Phytophthora,PL3_Phyra82586,Oomycete
8562,PL3,197,Phyra82590,282,2.5e-62,2,194,30,237,0.974619289340102,Phytophthora_ramorum,Phytophthora,PL3_Phyra82590,Oomycete
8563,PL3,197,Phyra82591,1787,3e-61,3,189,31,231,0.944162436548223,Phytophthora_ramorum,Phytophthora,PL3_Phyra82591,Oomycete
8564,PL3,197,Phyra84933,299,7.6e-37,2,196,74,267,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra84933,Oomycete
8565,PL3,197,Phyra86169,628,2.7e-67,2,196,402,600,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra86169,Oomycete
8566,PL3,197,Phyra86169,628,4.7e-67,2,196,31,228,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra86169,Oomycete
8567,PL3,197,Phyra87411,556,9.7e-67,2,196,31,228,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra87411,Oomycete
8568,PL3,197,Phyra87411,556,1e-66,2,196,330,528,0.984771573604061,Phytophthora_ramorum,Phytophthora,PL3_Phyra87411,Oomycete
8569,PL4,567,Phyra72397,541,9.9e-104,3,563,20,526,0.987654320987654,Phytophthora_ramorum,Phytophthora,PL4_Phyra72397,Oomycete
8570,PL4,567,Phyra84661,540,1e-93,2,564,21,527,0.991181657848324,Phytophthora_ramorum,Phytophthora,PL4_Phyra84661,Oomycete
8571,PL4,567,Phyra84662,582,1.2e-91,3,561,40,564,0.984126984126984,Phytophthora_ramorum,Phytophthora,PL4_Phyra84662,Oomycete
8572,PL4,567,Phyra84663,544,4.6e-104,4,563,25,530,0.985890652557319,Phytophthora_ramorum,Phytophthora,PL4_Phyra84663,Oomycete
8573,PL4,567,Phyra86292,544,4.6e-104,4,563,25,530,0.985890652557319,Phytophthora_ramorum,Phytophthora,PL4_Phyra86292,Oomycete
8574,PL6,372,Phyra80984,2572,6.7e-08,6,156,1691,1845,0.403225806451613,Phytophthora_ramorum,Phytophthora,PL6_Phyra80984,Oomycete
8575,PL6,372,Phyra87178,1119,2.3e-08,6,154,419,572,0.397849462365591,Phytophthora_ramorum,Phytophthora,PL6_Phyra87178,Oomycete
8576,AA10,178,EGZ08682,278,8.3e-06,76,177,91,191,0.567415730337079,Phytophthora_sojae,Phytophthora,AA10_EGZ08682,Oomycete
8577,AA2,255,EGZ15783,338,7.2e-60,8,253,69,322,0.96078431372549,Phytophthora_sojae,Phytophthora,AA2_EGZ15783,Oomycete
8578,AA2,255,EGZ23681,449,9.5e-27,27,253,220,442,0.886274509803922,Phytophthora_sojae,Phytophthora,AA2_EGZ23681,Oomycete
8579,AA2,255,EGZ23682,449,9.5e-27,27,253,220,442,0.886274509803922,Phytophthora_sojae,Phytophthora,AA2_EGZ23682,Oomycete
8580,AA2,255,EGZ25969,687,2.3e-32,26,253,457,680,0.890196078431372,Phytophthora_sojae,Phytophthora,AA2_EGZ25969,Oomycete
8581,AA2,255,EGZ25969,687,3e-23,14,127,74,189,0.443137254901961,Phytophthora_sojae,Phytophthora,AA2_EGZ25969,Oomycete
8582,AA2,255,EGZ25969,687,6e-07,168,250,302,387,0.32156862745098,Phytophthora_sojae,Phytophthora,AA2_EGZ25969,Oomycete
8583,AA2,255,EGZ25983,687,2.3e-32,26,253,457,680,0.890196078431372,Phytophthora_sojae,Phytophthora,AA2_EGZ25983,Oomycete
8584,AA2,255,EGZ25983,687,3e-23,14,127,74,189,0.443137254901961,Phytophthora_sojae,Phytophthora,AA2_EGZ25983,Oomycete
8585,AA2,255,EGZ25983,687,6e-07,168,250,302,387,0.32156862745098,Phytophthora_sojae,Phytophthora,AA2_EGZ25983,Oomycete
8586,AA2,255,EGZ25995,686,1.5e-26,27,253,457,679,0.886274509803922,Phytophthora_sojae,Phytophthora,AA2_EGZ25995,Oomycete
8587,AA2,255,EGZ25995,686,1.7e-23,16,125,76,187,0.427450980392157,Phytophthora_sojae,Phytophthora,AA2_EGZ25995,Oomycete
8588,AA2,255,EGZ25995,686,2.2e-06,167,251,299,388,0.329411764705882,Phytophthora_sojae,Phytophthora,AA2_EGZ25995,Oomycete
8589,AA3,618,EGZ07505,674,2.8e-71,89,405,84,666,0.511326860841424,Phytophthora_sojae,Phytophthora,AA3_EGZ07505,Oomycete
8590,AA3,618,EGZ21199,540,1e-98,86,405,9,526,0.516181229773463,Phytophthora_sojae,Phytophthora,AA3_EGZ21199,Oomycete
8591,AA3,618,EGZ29515,585,3.3e-107,84,400,26,564,0.511326860841424,Phytophthora_sojae,Phytophthora,AA3_EGZ29515,Oomycete
8592,AA3,618,EGZ29611,591,1.7e-115,80,407,28,577,0.529126213592233,Phytophthora_sojae,Phytophthora,AA3_EGZ29611,Oomycete
8593,AA3,618,EGZ29619,589,2.2e-104,83,402,27,570,0.516181229773463,Phytophthora_sojae,Phytophthora,AA3_EGZ29619,Oomycete
8594,AA4,522,EGZ30260,503,5.6e-22,21,191,47,217,0.325670498084291,Phytophthora_sojae,Phytophthora,AA4_EGZ30260,Oomycete
8595,AA4,522,EGZ30261,504,2.3e-22,21,236,48,256,0.411877394636015,Phytophthora_sojae,Phytophthora,AA4_EGZ30261,Oomycete
8596,AA6,195,EGZ08618,73,2.1e-20,5,70,6,73,0.333333333333333,Phytophthora_sojae,Phytophthora,AA6_EGZ08618,Oomycete
8597,AA6,195,EGZ17802,200,4e-85,1,195,3,197,0.994871794871795,Phytophthora_sojae,Phytophthora,AA6_EGZ17802,Oomycete
8598,AA6,195,EGZ17807,200,4.4e-83,1,195,3,197,0.994871794871795,Phytophthora_sojae,Phytophthora,AA6_EGZ17807,Oomycete
8599,AA6,195,EGZ17808,200,5.9e-83,2,195,4,197,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ17808,Oomycete
8600,AA6,195,EGZ17809,200,5.9e-83,2,195,4,197,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ17809,Oomycete
8601,AA6,195,EGZ17810,200,4e-85,1,195,3,197,0.994871794871795,Phytophthora_sojae,Phytophthora,AA6_EGZ17810,Oomycete
8602,AA6,195,EGZ17815,200,5e-85,1,195,3,197,0.994871794871795,Phytophthora_sojae,Phytophthora,AA6_EGZ17815,Oomycete
8603,AA6,195,EGZ17838,200,9.1e-84,2,195,4,197,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ17838,Oomycete
8604,AA6,195,EGZ19726,201,1.7e-74,2,195,5,198,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ19726,Oomycete
8605,AA6,195,EGZ19728,201,1.5e-74,2,195,5,198,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ19728,Oomycete
8606,AA6,195,EGZ19729,209,2e-75,2,195,13,206,0.98974358974359,Phytophthora_sojae,Phytophthora,AA6_EGZ19729,Oomycete
8607,AA7,458,EGZ04403,490,2.1e-48,5,195,76,271,0.414847161572052,Phytophthora_sojae,Phytophthora,AA7_EGZ04403,Oomycete
8608,AA7,458,EGZ08479,650,7.5e-15,3,195,168,376,0.419213973799127,Phytophthora_sojae,Phytophthora,AA7_EGZ08479,Oomycete
8609,AA7,458,EGZ11048,468,1.9e-48,5,195,54,249,0.414847161572052,Phytophthora_sojae,Phytophthora,AA7_EGZ11048,Oomycete
8610,AA7,458,EGZ14152,518,3.9e-88,9,458,79,515,0.980349344978166,Phytophthora_sojae,Phytophthora,AA7_EGZ14152,Oomycete
8611,AA7,458,EGZ14160,485,5.5e-84,18,458,55,482,0.960698689956332,Phytophthora_sojae,Phytophthora,AA7_EGZ14160,Oomycete
8612,AA7,458,EGZ27050,504,1.7e-57,5,454,56,495,0.980349344978166,Phytophthora_sojae,Phytophthora,AA7_EGZ27050,Oomycete
8613,AA7,458,EGZ29561,514,2.6e-30,46,189,27,183,0.312227074235808,Phytophthora_sojae,Phytophthora,AA7_EGZ29561,Oomycete
8614,AA7,458,EGZ29562,507,2e-55,4,454,57,498,0.982532751091703,Phytophthora_sojae,Phytophthora,AA7_EGZ29562,Oomycete
8615,AA7,458,EGZ29563,507,2e-55,4,454,57,498,0.982532751091703,Phytophthora_sojae,Phytophthora,AA7_EGZ29563,Oomycete
